round,weighted_error,alpha,acc_on_training_data,f1_on_training_data,unweighted_error,noisy_weight,clean_weight,val_acc,val_f1
812,0.888806475431265,0.059308600636987174,0.5060178571428572,0.49417833371947906,0.8435714285714285,,,0.5066428571428572,0.4943705168370415
813,0.8905052692867519,0.05065599207993343,0.5064821428571429,0.4940389881396764,0.87575,,,0.5057857142857143,0.49260272940227734
814,0.8884357783158565,0.061181308844654225,0.5065357142857143,0.49415880725529737,0.9146964285714285,,,0.5055714285714286,0.4925331073125013
815,0.8904679502809203,0.05084733194210167,0.5063928571428571,0.49377736707338293,0.9055892857142858,,,0.5052857142857143,0.49196308827114005
816,0.8909676575202822,0.04828050390874483,0.5060714285714286,0.49434895779141963,0.8915714285714286,,,0.5052857142857143,0.4930882798562169
817,0.8898609952781127,0.05395127960030344,0.5066071428571428,0.4950387177191529,0.7491428571428571,,,0.5054285714285714,0.49337556013231065
818,0.8907142838643394,0.04958328602657813,0.5077857142857143,0.49542517499154776,0.8984464285714285,,,0.5077142857142857,0.49473589972450166
819,0.8895131303936581,0.05572349780017882,0.5079464285714286,0.49556469561532535,0.8850535714285714,,,0.508,0.4950701358859361
820,0.8851490171966759,0.07755202593280508,0.5082857142857143,0.4953894119939111,0.8365357142857143,,,0.5074285714285715,0.4937407551947829
821,0.8921553239156961,0.042138168752267724,0.508625,0.49484634069981376,0.9010357142857143,,,0.509,0.49415144125414356
822,0.8900033298458668,0.053224733612675434,0.5082678571428572,0.49539121607147363,0.8685535714285715,,,0.5088571428571429,0.4949067564663324
823,0.8887262530218866,0.05971433517597502,0.5081964285714285,0.4949718332968981,0.8973928571428571,,,0.5091428571428571,0.4948557637869532
824,0.8923495865605999,0.041127836370768556,0.5077321428571429,0.4946038314012554,0.8997142857142857,,,0.5089285714285714,0.4947461025192318
825,0.8903279753940315,0.051564494154147544,0.5075892857142857,0.4945834243130786,0.9045178571428572,,,0.5077142857142857,0.49362391708867204
826,0.8903348274637114,0.051529406220707896,0.5077321428571429,0.4948405560094108,0.9019285714285714,,,0.509,0.495173845270347
827,0.8907088314482012,0.0496112918067273,0.5074821428571429,0.4948366674190227,0.8913214285714286,,,0.5083571428571428,0.49465770816057103
828,0.891417058801131,0.04596324793969209,0.5069821428571428,0.49502805686078666,0.9226785714285715,,,0.5077857142857143,0.49481715423661077
829,0.8920403118940459,0.04273557611942369,0.5066428571428572,0.495226233418015,0.8982321428571428,,,0.5079285714285714,0.49544023841163815
830,0.8906538142324902,0.049893813569482415,0.5071785714285715,0.49537917653477104,0.897625,,,0.5077142857142857,0.4947653702153694
831,0.8928795102135787,0.038363603111741584,0.507125,0.49495050526593787,0.9279107142857143,,,0.5077857142857143,0.49446120952652217
