name,feature,depth,lr,final_val_acc,best_val_acc,best_val_acc_round,final_val_f1,best_val_f1,best_val_f1_round,final_train_acc,n_estimators
compare_original,original,3,0.8,0.9183571428571429,0.9183571428571429,10,0.9182329367589004,0.9182329367589004,10,0.9335,500
compare_hog,hog,3,0.8,0.958,0.958,10,0.9579149992576795,0.9579149992576795,10,0.9723392857142857,500
compare_hu,hu,3,0.8,0.5207857142857143,0.5207857142857143,10,0.503816380442361,0.506800325180127,8,0.526875,500
